distance_to_water,water_overlap,inside_forest,inside_esz,flood_risk,govt_land_overlap,label
234.80877796496097,0.4550952949264788,1,1,0.7778860024939569,0.7222044951264516,HIGH
200.94482329811646,0.8307552294529672,1,0,0.8922414726565706,0.14623175631868013,HIGH
185.56123432742066,0.015600404235741494,0,0,0.9115401018511732,0.5478511610928573,LOW
176.27067992387103,0.08492140986816277,1,0,0.9983540384883599,0.45668884665897,HIGH
125.30552091993485,0.7833593815719738,0,0,0.5089285847016598,0.7096656310976919,MEDIUM
242.80590427062543,0.5177383392118846,1,0,0.8035494998880768,0.4010109015977328,HIGH
429.8467914872049,0.15404292844978584,0,0,0.7717525937904877,0.8555404610717683,MEDIUM
478.2536641055509,0.11730223272605433,1,1,0.3323581213461304,0.1578115472659568,HIGH
158.72795113478315,0.3143335025960752,0,1,0.6440535928232464,0.9872390603694191,HIGH
126.29682767248673,0.561044973568249,0,0,0.6833102405313785,0.13852962570916105,HIGH
338.05814526174413,0.6545294472305605,0,1,0.2538786534202355,0.3979775480888884,HIGH
204.323289128121,0.9931604910090339,1,0,0.6963458045452459,0.45781548578723785,HIGH
493.89028753131976,0.8780291947357796,1,0,0.9093670149585195,0.5193384423562444,HIGH
103.2577184101589,0.048418954800349856,0,0,0.4065175912685476,0.36759434976933003,LOW
132.10197831744992,0.2913784894606425,0,1,0.762073610621478,0.960450000916501,HIGH
400.95389505899783,0.9317563852565384,1,1,0.6221292176260007,0.6146387606796561,HIGH
28.626414153299194,0.6115596056910376,1,0,0.13792290713494093,0.3395269367098377,HIGH
416.96827191306204,0.17822098691091215,1,0,0.46087163994679825,0.934818243598535,LOW
275.6915798788343,0.2580504172125543,0,0,0.28851908665047277,0.34893115789817186,LOW
102.04679979538211,0.5063080493852442,1,0,0.8691169473085482,0.2024447931269895,HIGH
10.920137951992315,0.1713133683090725,1,1,0.43922938005169276,0.9879129671778601,HIGH
195.2444930243553,0.943052858241846,1,1,0.1616674202588514,0.21960310549102613,HIGH
288.8607034735678,0.31736290050329785,0,1,0.4014840195332736,0.008399032579427868,MEDIUM
77.81766728443861,0.31466177603523426,0,0,0.2599956073164529,0.18870541937339047,LOW
186.24541273548968,0.9265803716306977,0,0,0.9266104055604831,0.6964579755736399,HIGH
111.20369807617497,0.0460701691025206,0,1,0.23790314095196585,0.4180801961782512,MEDIUM
184.46899260369355,0.19945647491502105,0,0,0.4558614214845421,0.0441885503739855,LOW
484.0367846360372,0.6623521455486632,0,0,0.5292289206895285,0.8024958692145368,MEDIUM
387.599696741539,0.19309887105568535,1,0,0.7578053096529934,0.2499582080544921,MEDIUM
211.0155125574273,0.3100715038211338,1,0,0.3030857019541813,0.21852843744833927,HIGH
483.8227358991783,0.3517857070538466,1,1,0.39494486946044005,0.5796003287489262,HIGH
131.82115769306517,0.32320626425975263,1,1,0.2346077348848955,0.6378060789209776,HIGH
473.0253479907989,0.7754070780805388,1,0,0.4603238648104362,0.008692616436163036,MEDIUM
416.78548625057715,0.8370469471758151,1,1,0.5196002119229353,0.21451818320759353,HIGH
415.0785585766832,0.6086827487527119,1,0,0.7181641030140528,0.2345103824500846,HIGH
156.6116477573557,0.15565537862476386,1,1,0.37700329281663214,0.2869279543883648,HIGH
8.362482586772579,0.6844101326341073,0,1,0.6167304297206736,0.22779098994677738,HIGH
338.8139899425564,0.7237958461819403,1,0,0.052700321007064344,0.830270153831069,HIGH
439.20084004516485,0.0853154564535048,0,1,0.8908579539922907,0.666268636546369,HIGH
408.2156888022795,0.6276923706726028,1,0,0.8498935948819085,0.939214977677368,HIGH
238.5863340463526,0.8363517198974543,1,1,0.11926178134951382,0.025208428239317127,HIGH
366.4098618842209,0.5144718370247835,1,0,0.45771558506212595,0.3070166049054963,HIGH
248.66361602419295,0.6205115714651066,0,0,0.695272408369714,0.9688761120744551,MEDIUM
228.23434490029575,0.03201272420231149,0,0,0.9757659266190489,0.826184805748335,MEDIUM
91.45956521474436,0.6764225327131191,0,0,0.2666829662139901,0.6813375356014924,MEDIUM
41.96449383139389,0.8702350967688721,0,0,0.6270017633936543,0.6947463846880956,HIGH
204.217340906161,0.2563935680539805,0,0,0.5667525424345181,0.2923468898293051,LOW
228.84708831104822,0.9278873662931536,0,0,0.2749120612845489,0.19591722681019563,LOW
173.99973911418365,0.5256007171860286,1,0,0.043272848696336075,0.9765215959703804,HIGH
406.1478680392828,0.6222213464402915,0,1,0.05547556312691526,0.2094028971027181,HIGH
342.80989496482454,0.5870043131740982,0,0,0.6223273451525905,0.5311073649609419,HIGH
88.62127096029488,0.3414073826914077,1,1,0.4175982374471542,0.6246550855938986,HIGH
167.802252482528,0.06410067055428503,0,0,0.010588870609407608,0.002656032649652751,LOW
430.2478174637697,0.4684656575715377,0,1,0.3675923541870564,0.7773035831657835,HIGH
95.14490763312527,0.86200116863698,1,1,0.9469206856381227,0.9403087946565326,HIGH
60.40843334138246,0.12734640113893292,0,0,0.8011612469824236,0.5177382627108703,LOW
242.65565544235284,0.30962643365052334,0,1,0.9002418975359572,0.6154331636288207,HIGH
171.00528856654202,0.5742767305932877,0,1,0.8483815874743876,0.04926337266009473,HIGH
253.7746919863146,0.6666473117080518,1,0,0.5637855952870393,0.47410858027786984,HIGH
111.92787610818056,0.1318806241893229,0,0,0.8057036930700282,0.08691733362883614,LOW
198.1317938561024,0.6251536359094761,0,1,0.90784732132804,0.18703211960156985,HIGH
49.46677167810903,0.4232200415986652,0,0,0.8300300738297359,0.4407850305954679,HIGH
259.11132114668675,0.8768237005516369,0,0,0.4411011373915855,0.0759952685367995,LOW
435.3053900662927,0.7078166398852089,0,0,0.22275494260144535,0.4884710745776826,MEDIUM
227.31344567056672,0.47988208042790825,1,0,0.20078516004152291,0.9400947675755484,HIGH
318.998814639753,0.49001672954572606,1,1,0.07402319465860863,0.7331079227841835,HIGH
490.33975967430075,0.1931792468621143,0,0,0.8417978569850305,0.21847151910321605,LOW
424.6100633795294,0.7475260640464081,1,1,0.5380068119913356,0.20616376600801012,HIGH
333.74169549563635,0.03548213036260972,1,1,0.02782923492312972,0.5676485747207874,HIGH
127.7858404115545,0.030848584029211756,1,1,0.8897502248409267,0.21254083852266137,HIGH
103.84391137042115,0.420379388523622,1,1,0.12455367665746686,0.5515131734572858,HIGH
379.21690850913035,0.9714277562138273,1,0,0.8130920681142729,0.38477894283049685,HIGH
314.84215115606713,0.37298522859271166,1,1,0.9704869848494851,0.8959066349117966,HIGH
452.24926110425605,0.9229306745279445,1,1,0.7480244003884595,0.3304700731108956,HIGH
330.03442677369486,0.8375454955428052,0,0,0.12576784615760916,0.46263166060284133,LOW
288.06891945162386,0.1360694684129109,0,1,0.16006290332963968,0.5978140917742936,MEDIUM
139.7753553325606,0.8216220691009762,1,0,0.7090592127019815,0.7245021882183128,HIGH
264.99254052839586,0.010069099806031323,0,0,0.2977402696643674,0.5656901940874938,LOW
35.103702242823445,0.02942308655920045,1,1,0.8284144066397997,0.592491587665457,HIGH
281.68614517436004,0.26537946676640833,0,0,0.9201741717023044,0.7762536652466128,LOW
283.86318465400996,0.9174704786862312,1,0,0.2218634394067419,0.48051160388221315,MEDIUM
357.8745804517247,0.4874863057465466,1,1,0.4783812050395836,0.771073741108968,HIGH
198.33202798734013,0.1767823264671512,1,0,0.6615998612001543,0.1550273066028911,MEDIUM
349.0154605841866,0.9523406871401887,0,0,0.9366877835687887,0.15985542069029057,LOW
129.63917219288356,0.891403066032657,0,1,0.5629583974165305,0.09116040214068477,HIGH
366.82769550069366,0.6458268807554008,1,1,0.9874997754347202,0.40742518448548337,HIGH
286.2852156318417,0.17253039659067493,0,0,0.9608326356535661,0.497174947753121,LOW
22.280431684021828,0.32564210273150407,0,1,0.38572708997196936,0.09883327416546916,HIGH
102.61502461963539,0.0152791118380593,1,0,0.8067908478120054,0.3918857368650528,HIGH
449.0484665909354,0.6156309560921285,1,0,0.7338502329032384,0.11724883138369835,HIGH
151.99679398630488,0.139159233429744,1,1,0.8749227915791733,0.7149774103509762,HIGH
252.81181787870594,0.08749821790120693,0,1,0.44919428675520967,0.4430617583185186,MEDIUM
349.9294570048112,0.5352320695088991,1,0,0.7279124079322782,0.8278818158162937,HIGH
494.1442422494281,0.5363359744969955,1,0,0.23235477087393253,0.494245861001398,MEDIUM
472.94459601443947,0.3531313435572708,0,0,0.20406387356099454,0.5722351719555148,MEDIUM
327.36515441494157,0.5328091627936802,1,1,0.6928870448560553,0.6841166401197901,HIGH
428.213440722637,0.058283057527858784,1,1,0.373204520797887,0.6650890703808336,HIGH
62.745575496532254,0.9810557931566359,1,1,0.7429366690180752,0.5244828988022912,HIGH
319.40791246232976,0.8435955091639956,1,0,0.955680626631211,0.8782184842394894,HIGH
147.76742778351053,0.7910627762659006,0,1,0.5798156205938843,0.12728233884884965,MEDIUM
15.490701966482224,0.28486493905681387,0,1,0.40643480205382787,0.8616439941275982,HIGH
361.3837157584435,0.8456902877974601,0,0,0.024160216647621913,0.17814536609343468,LOW
427.8331106041616,0.8774298413975543,0,1,0.31631384263828843,0.7628076247879663,HIGH
0.7363699014716341,0.6884789729652544,0,0,0.053730117761330076,0.856271595241128,MEDIUM
171.1423173812983,0.3416219216483496,0,0,0.6085420658976665,0.1326032575783822,MEDIUM
314.71864543494735,0.2764619847258043,1,1,0.026384353064061616,0.17953435650542737,HIGH
368.1322505781946,0.05973760314907961,1,1,0.6972815289375033,0.8418485165204339,HIGH
66.4069407210609,0.53458159874815,1,1,0.10730163856964725,0.6407763899606566,HIGH
163.89694022776519,0.7619127100825012,1,0,0.08521394885910749,0.4409656825199805,HIGH
122.55468742825131,0.7395195354907979,0,0,0.29885473648401806,0.2771417807399468,MEDIUM
108.91918447836046,0.6669817827599839,0,1,0.5630512466782237,0.9490884218271796,HIGH
111.67957679801665,0.692893525463431,1,1,0.7346789242536894,0.7176000967082986,HIGH
426.83230946928956,0.3981884639203217,0,1,0.7919182940357434,0.9532391598737088,HIGH
19.28799005004994,0.504140491592356,1,1,0.061662595255129404,0.24412994498291984,HIGH
43.42188096778482,0.6922324546302904,1,0,0.7493326264859084,0.24555998440954374,HIGH
210.9089737637345,0.7131258567065356,1,0,0.5928998426600738,0.16953730194667338,MEDIUM
82.73244006330316,0.16787604032202752,1,0,0.5495319779841832,0.9694579511032502,MEDIUM
281.43402522002674,0.30386891212238243,0,0,0.7405001230086521,0.6806773438829903,MEDIUM
431.20714340085664,0.8360843436227147,0,1,0.5311618558814123,0.6630762854434665,HIGH
193.66601309539143,0.24777060092205028,0,0,0.8926669776638211,0.008869738794222704,LOW
214.08207327377332,0.6207857557672821,0,0,0.6445201501720575,0.3337937226684975,MEDIUM
130.05640754211583,0.6014156875733532,0,1,0.5840831365856933,0.8418339911893307,HIGH
124.54513077080581,0.9088179891693827,0,1,0.2141838483387124,0.0422655882123143,HIGH
110.44546137389017,0.48256338128313314,0,1,0.23881992450296474,0.5484900342102537,HIGH
120.8335446050256,0.3017870210294278,0,0,0.01655476830030611,0.5875775437355966,LOW
325.4541760481742,0.7688382591805915,1,0,0.1203858641788158,0.97449494828644,HIGH
454.26515904309616,0.0039866556746991355,0,1,0.5110573079226463,0.22620149142522505,MEDIUM
485.8770482087074,0.0493946408149506,1,1,0.9147288281966243,0.4262294701016959,HIGH
424.27963305878626,0.622227644114608,1,0,0.12157675402463652,0.37102750311326416,HIGH
71.17931512707149,0.3927438071671804,0,0,0.9686189245777106,0.1351881337890095,HIGH
363.12932889377544,0.3065880621472492,0,1,0.7605539756211737,0.04469761116181492,HIGH
333.34511903819305,0.7377938741377404,0,0,0.21354508126725436,0.5600106320880134,MEDIUM
282.91981879921434,0.1278690422181319,1,1,0.6650204654368808,0.006790364481288003,HIGH
468.84165456544656,0.2602668475099744,1,1,0.6187038072964576,0.35567712726611,HIGH
461.14088778365334,0.30316322836163323,1,0,0.39923273913103585,0.796032443211709,MEDIUM
29.844501252624667,0.43335813852010296,0,0,0.9682833606369189,0.12480516065328917,HIGH
346.9216654317714,0.9437251138817517,0,0,0.47873626066545216,0.022985822091223573,LOW
30.98553168052226,0.1112279156848267,0,0,0.5442071963639489,0.249962576245072,LOW
351.7237349937486,0.44547014531067297,0,0,0.4343809459451843,0.7121944449784925,LOW
431.1058842570338,0.6410755183191587,0,1,0.8635879173641257,0.8467417005647504,HIGH
355.8218064645101,0.5702100421270627,0,0,0.02111138379914035,0.582645675921844,MEDIUM
342.819054900229,0.8453807164356922,1,0,0.06687240739633071,0.7371543105064848,HIGH
0.4053725452368151,0.17349648139212026,0,0,0.9709192340986786,0.6039097064632449,MEDIUM
477.17210009000206,0.1357139638774515,0,1,0.300968808405531,0.04051375196856932,MEDIUM
14.260212329175792,0.39024423922245444,0,0,0.33006567733699654,0.46697533350290665,LOW
488.88987034984723,0.9080539484559956,1,0,0.6950834318845578,0.5965909353363057,HIGH
499.9725555854621,0.08558806730506974,0,1,0.018631585481341695,0.32674402119530144,MEDIUM
117.87033554107829,0.98756262316422,0,1,0.7308821118822081,0.07977335666715779,HIGH
47.31352638208969,0.950378721806954,0,1,0.6261418763264361,0.871679584797209,HIGH
163.37614322627292,0.3255243308785498,1,0,0.5385982819230403,0.06883244917198805,MEDIUM
103.65387047027308,0.44692758443239944,0,0,0.11471278720379541,0.3442320479792794,LOW
408.95413921354805,0.4752257291846328,0,1,0.6460839157221547,0.6009583153536271,HIGH
438.9500462134313,0.917581427414348,1,1,0.021923798300094166,0.12851477036948156,HIGH
182.00806037430183,0.11464855346413627,1,0,0.18567183078151506,0.6527415985203,MEDIUM
417.8349748391676,0.014441194724186701,1,0,0.883749290206998,0.9384966682955329,HIGH
314.7720336835444,0.7298376053997596,1,0,0.48999752068738633,0.8252866399496783,HIGH
261.9363594221806,0.8933665677657628,0,1,0.20408794218744053,0.284838091869999,HIGH
286.625357898433,0.11977321319848822,0,1,0.5915402274179893,0.5834949188603835,HIGH
183.8196387634912,0.7771963392803024,1,0,0.697391863826935,0.8130859158710428,HIGH
394.07551178649055,0.02083435533622402,0,0,0.2510121099304543,0.9934108020631288,LOW
313.4770623477515,0.03561501979091308,0,1,0.5996063973445644,0.5924818800877348,HIGH
105.83960395792535,0.08008618650901211,0,1,0.05904408851276777,0.809701195414479,HIGH
289.54550918662005,0.584809221499254,1,1,0.9973370703330067,0.45960460601300057,HIGH
41.51951817168853,0.6938252774300818,0,0,0.04477325491897466,0.292485643773553,LOW
373.33939404908955,0.05089188102863951,0,0,0.908908455820358,0.30838918331453913,MEDIUM
104.1212677462387,0.5714112274649988,0,1,0.01964632937359445,0.8335222780714285,HIGH
288.0668821576491,0.06089820391234346,1,0,0.138751476939721,0.809350682853291,LOW
217.98873589102885,0.37053749558004856,1,0,0.15545728897715438,0.9351522159948373,HIGH
402.6618503489239,0.8370353167520895,1,1,0.7896718653167454,0.8888452119912205,HIGH
84.30642149057982,0.5647927172796888,0,1,0.7900600802684296,0.259244258350648,HIGH
349.9050007886723,0.3168560521462441,1,0,0.9561243764624479,0.047490409429858604,HIGH
26.920324556861942,0.11698098595585127,1,0,0.8797429985811897,0.3516743128807438,HIGH
221.1572935922958,0.28730009023292147,1,1,0.09741089745951526,0.6783807000244128,HIGH
227.40249317440853,0.16800409763225144,0,1,0.5957577352844937,0.9596324962852592,MEDIUM
204.01320980701394,0.01971272280290981,0,1,0.9978438747360449,0.3234020569343876,HIGH
429.3573137645879,0.7019348486722812,0,0,0.4212458092891792,0.9357343485683903,MEDIUM
447.03071973841526,0.19028915219288622,0,1,0.7800224547187429,0.6098216516052694,HIGH
26.809304951595724,0.8612891649130884,1,0,0.030328085201218435,0.24108113132657805,HIGH
354.1272107007119,0.2863080123165468,1,0,0.7048124984700315,0.44634007430565015,HIGH
401.4313127133924,0.6701299897894123,1,1,0.7196048327418709,0.0037316062639599634,HIGH
29.75000306911585,0.8938526314235098,0,0,0.04127166835041485,0.9015774564206885,HIGH
145.0871079870144,0.44330544216410495,0,0,0.1365992616724534,0.734500966182926,LOW
382.3710172764918,0.8567020279726386,1,0,0.9413009517603562,0.9363136572991022,HIGH
290.1035923699388,0.8573890667889802,0,0,0.9764165237200038,0.04237866122508249,MEDIUM
20.03256126290204,0.6465472957099542,0,1,0.12013585747601585,0.2700745965223642,HIGH
240.25529290390512,0.8030549552169484,1,0,0.26116362597841203,0.786259371362826,HIGH
368.7391574034278,0.4861022127922323,1,0,0.30779605510705865,0.17881311945052214,HIGH
480.5429238407687,0.7376096797642966,0,1,0.16393786563384027,0.5738851482918655,HIGH
450.4084079834014,0.5409416845905826,1,0,0.9644160047705185,0.14044978856244306,HIGH
242.5719994074829,0.7084385009085211,0,0,0.69727330650604,0.4011089157921728,MEDIUM
271.6913495809295,0.6109250515850855,0,1,0.591947094996264,0.36991192518654503,HIGH
100.53922384399272,0.6684998021710067,1,0,0.012279554297971229,0.10103562436435842,MEDIUM
477.07997006792846,0.21271615815133305,0,1,0.26987808520889034,0.11010315005656857,MEDIUM
298.41033677230587,0.6411451019874778,1,1,0.4059534135067365,0.16393542241693904,HIGH
433.8128794892134,0.6822344655065622,0,1,0.04822990982985331,0.5679158070175714,HIGH
51.06220924457744,0.6844792554959881,0,0,0.8838274231775084,0.07976937083239466,LOW
245.3744454637714,0.6478760227177779,1,0,0.5732106625557452,0.34468493305580916,HIGH
198.4984462840702,0.6056181168313004,1,0,0.5321358896841412,0.2413645275776739,MEDIUM
75.16766238083139,0.9098290108847076,0,0,0.5733965755853949,0.7487686457445741,LOW
499.11688573837534,0.6424703031746083,0,1,0.15977106576560762,0.9324682489803738,HIGH
493.79996551870465,0.7843947767854956,0,0,0.8863643013166136,0.5600538547529389,HIGH
264.97986902738575,0.15064424338113047,0,0,0.5687848339600756,0.33489920471759826,LOW
60.104105341881045,0.234160643520821,0,1,0.7401516816232532,0.16913339945911,HIGH
461.4073964842168,0.585146028108357,1,0,0.7673060659847194,0.8761978681206671,HIGH
473.77235434336217,0.13292583824918658,1,0,0.29163120576489443,0.7840937919238719,MEDIUM
492.7037649494816,0.9023256933966096,0,1,0.15260466367277215,0.9713262556547461,HIGH
106.52013553950684,0.44268986963502677,1,0,0.3438266079598845,0.1361032186764901,MEDIUM
175.85364492169896,0.3184826061538002,0,1,0.005568380091822145,0.06492293770180702,HIGH
295.71033787671644,0.8941855744644237,0,0,0.8671346372414298,0.8226720518354182,MEDIUM
88.75644561577806,0.6489747987701491,1,1,0.4891555052287283,0.9555983975149351,HIGH
213.59076421433588,0.3239686171589309,0,1,0.8288024833116202,0.501137845340429,HIGH
317.27801786400454,0.26326338452787856,0,0,0.7835291481440244,0.7828674972951618,MEDIUM
159.81041058742184,0.5674486888315321,1,1,0.6060292661662121,0.62130118252821,HIGH
137.11107952638528,0.6485681654461123,1,1,0.6869708053889676,0.4246432904699605,HIGH
378.4663695774042,0.7295898637901993,1,0,0.7765756201550146,0.11520118457946693,HIGH
141.8793912802383,0.418881655687106,1,0,0.7429340556629616,0.761134846345567,HIGH
95.76096408496187,0.48561312567217085,1,0,0.7470149117941367,0.13998557272356127,HIGH
362.25657094146584,0.6270338267493619,1,0,0.4695662828137457,0.7155736819175192,HIGH
27.981229312590727,0.6820570165046634,1,0,0.007218457210384277,0.26501687653673,HIGH
117.91543528890868,0.9554387809801862,1,1,0.7546870870722464,0.38494224820785583,HIGH
395.74507265654637,0.5565620664740655,1,0,0.5033575365960596,0.8822721931502794,HIGH
385.3116468618798,0.0186286068343805,1,1,0.16398649503384777,0.9074791154706998,HIGH
457.1119523067059,0.48255395535809886,0,1,0.6761881513494916,0.18470038037679604,HIGH
35.107301376675615,0.21164577744154045,0,1,0.8231617935647871,0.35055418340772604,HIGH
110.832587520096,0.20467905257630248,1,0,0.8576142048534589,0.7949261951281332,HIGH
297.58609223629054,0.6339007918397416,0,1,0.5539890255686625,0.11503954534680694,MEDIUM
284.96235572067616,0.14366058247763802,1,0,0.15477809772850826,0.771268355800857,MEDIUM
478.677665936267,0.5074159606652984,0,0,0.9277309673489574,0.6242482925288612,MEDIUM
339.6962209213285,0.05908340947385604,1,1,0.5493024393485233,0.7687714873276853,HIGH
440.0264768507045,0.6243364541470938,0,1,0.035813825762995966,0.4290352306246812,HIGH
199.50905246313778,0.34799642843913003,0,0,0.4697584964153829,0.3417489056124454,LOW
21.315518772552057,0.7798013251703507,1,0,0.36100317130435877,0.22329859695397714,HIGH
487.08783102630764,0.9279490222024873,0,0,0.5321617890647432,0.6212489203375333,MEDIUM
271.59170460117514,0.7925097417311179,0,1,0.3270967591932147,0.7315699941799549,HIGH
404.2470677477292,0.9026297538258697,1,1,0.9030193805143714,0.6051413621960141,HIGH
312.3583829538883,0.49516123102651244,1,1,0.9627940787461564,0.9419072281328278,HIGH
20.435509153469035,0.9195362628203786,0,0,0.5276809376154387,0.005871893262551886,HIGH
458.1422194596202,0.2449472714243517,0,0,0.16457535131184076,0.515477514940492,LOW
469.41277177537626,0.512638962851686,0,0,0.6249299289391795,0.08467955360146995,MEDIUM
171.9283805504056,0.39466193476512956,1,1,0.9167236286634904,0.4690371302908837,HIGH
8.783596344605959,0.2649161780384597,1,1,0.791399166364037,0.9868663374774732,HIGH
470.587307303249,0.9076720173485765,1,0,0.7954890649713116,0.8177905954184762,HIGH
497.29986925207334,0.1617406216009385,0,1,0.8330615786620665,0.7529663748712098,HIGH
255.6631785395158,0.2697508423765125,1,0,0.955353280146031,0.2057661561079025,HIGH
3.957638833249899,0.09385913203720431,1,1,0.5169015196126455,0.11445105509763498,HIGH
298.28469361188536,0.01085447612129642,0,1,0.717265707293527,0.8971027246639602,HIGH
243.25625603938073,0.3585195867501053,0,0,0.06885592664666651,0.5659910535506303,MEDIUM
283.1004973102693,0.1631675375793158,1,0,0.08782913853679808,0.22628079601587492,LOW
439.4104026945112,0.9118947247034276,0,1,0.7128755540782558,0.6336294060392732,HIGH
265.11834311729956,0.9002963545313728,0,0,0.3042556568609953,0.31911883434283494,LOW
262.4625929282138,0.827211103312844,1,0,0.8736499171095766,0.29496617158884,HIGH
293.0744395097369,0.499367403267873,1,0,0.3478535322464662,0.7150905104952063,HIGH
155.66411301594562,0.21841696349588036,1,0,0.6437846876818314,0.3534352045879592,MEDIUM
175.9691926493668,0.03343435661222405,1,0,0.42895628150969456,0.751678422628613,HIGH
375.6698580210205,0.06306410686419484,0,0,0.26576405822360205,0.5444217998799372,LOW
261.1633650186512,0.5246053012163703,1,1,0.8107102138327638,0.9884193119443467,HIGH
112.53547941011894,0.598362798200742,0,1,0.9840235347075794,0.5323761885642021,HIGH
53.981717494580586,0.042719006211498045,0,1,0.867696743712757,0.9841303452716977,HIGH
73.47185566408493,0.7953901718076073,0,1,0.18292566936215304,0.6752696433077678,HIGH
3.612559760155787,0.4070362232115915,0,1,0.3655493607359628,0.752111905777738,HIGH
22.848789270473123,0.7843802838129046,1,0,0.8329675513826442,0.1598055291302939,HIGH
232.5960253473191,0.45085916117043034,1,0,0.3575888085526767,0.5748605196798069,HIGH
490.42647476092407,0.8813508679014621,1,0,0.5975446162223909,0.09665446139720313,MEDIUM
426.56150831595824,0.4644034486976313,1,0,0.6203064557507584,0.3996867291979075,HIGH
435.78880476763493,0.47411962917494355,0,1,0.5794820371685291,0.9955389152730351,HIGH
224.8369758817504,0.5037025356220403,0,0,0.57208685463196,0.23833491778067928,LOW
322.09451866206126,0.5890258382014655,1,1,0.31429509182236415,0.7404426793499543,HIGH
62.94875930494786,0.2480182114403311,1,0,0.9202373543227469,0.2582144272816881,HIGH
72.49131209643456,0.41559723270277726,0,0,0.647431451821943,0.5500073367699201,HIGH
60.0606708252926,0.8947673702451838,0,0,0.9697654775994573,0.03499911402644118,MEDIUM
15.71794583540742,0.5304180099349577,0,0,0.5620040317447591,0.9747150781323117,HIGH
78.47801118239667,0.6676810085730408,0,1,0.2498250591468062,0.23623284737927353,HIGH
374.03416992021266,0.3923160941116036,1,1,0.012687060601589528,0.047600114633472135,HIGH
402.86018193599557,0.8706993438538898,0,0,0.6109300821892509,0.22285538501681434,MEDIUM
365.7759311162585,0.002892505393303546,1,1,0.3144212879630418,0.1766890221859071,HIGH
221.79711214079785,0.7106933041025004,1,0,0.3931858667888133,0.26809957586537136,MEDIUM
472.4946748698433,0.009028851748826838,0,1,0.1450506145993955,0.15043137988972677,MEDIUM
